sectorLabel,activityLabel,subActivity,metadata,metadataDescription,metadataLimitation,metadataExternalsource
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_mitigation_DNSHonCircularEconomy,"At least 70 % (by weight) of the non-hazardous construction and demolition waste (excluding naturally occurring material referred to in category 17 05 04 in the European List of Waste established by Decision 2000/532/EC) generated on the construction site is prepared for reuse, recycling and other material recovery, including backfilling operations using waste to substitute other materials, in accordance with the waste hierarchy and the EU Construction and Demolition Waste Management Protocol(309). Operators limit waste generation in processes related construction and demolition, in accordance with the EU Construction and Demolition Waste Management Protocol and taking into account best available techniques and using selective demolition to enable removal and safe handling of hazardous substances and facilitate reuse and high-quality recycling by selective removal of materials, using available sorting systems for construction and demolition waste.Building designs and construction techniques support circularity and in particular demonstrate, with reference to ISO 20887(310) or other standards for assessing the disassembly or adaptability of buildings, how they are designed to be more resource efficient, adaptable, flexible and dismantleable to enable reuse and recycling.",using available sorting systems for construction and demolition waste,ISO 20887
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_mitigation_DNSHonCircularEconomy,"At least 70 % (by weight) of the non-hazardous construction and demolition waste (excluding naturally occurring material referred to in category 17 05 04 in the European List of Waste established by Decision 2000/532/EC) generated on the construction site is prepared for reuse, recycling and other material recovery, including backfilling operations using waste to substitute other materials, in accordance with the waste hierarchy and the EU Construction and Demolition Waste Management Protocol(309). Operators limit waste generation in processes related construction and demolition, in accordance with the EU Construction and Demolition Waste Management Protocol and taking into account best available techniques and using selective demolition to enable removal and safe handling of hazardous substances and facilitate reuse and high-quality recycling by selective removal of materials, using available sorting systems for construction and demolition waste.Building designs and construction techniques support circularity and in particular demonstrate, with reference to ISO 20887(310) or other standards for assessing the disassembly or adaptability of buildings, how they are designed to be more resource efficient, adaptable, flexible and dismantleable to enable reuse and recycling.",using selective demolition to enable removal and safe handling of hazardous substances,Decision 2000/532/EC
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_mitigation_DNSHonCircularEconomy,"At least 70 % (by weight) of the non-hazardous construction and demolition waste (excluding naturally occurring material referred to in category 17 05 04 in the European List of Waste established by Decision 2000/532/EC) generated on the construction site is prepared for reuse, recycling and other material recovery, including backfilling operations using waste to substitute other materials, in accordance with the waste hierarchy and the EU Construction and Demolition Waste Management Protocol(309). Operators limit waste generation in processes related construction and demolition, in accordance with the EU Construction and Demolition Waste Management Protocol and taking into account best available techniques and using selective demolition to enable removal and safe handling of hazardous substances and facilitate reuse and high-quality recycling by selective removal of materials, using available sorting systems for construction and demolition waste.Building designs and construction techniques support circularity and in particular demonstrate, with reference to ISO 20887(310) or other standards for assessing the disassembly or adaptability of buildings, how they are designed to be more resource efficient, adaptable, flexible and dismantleable to enable reuse and recycling.",using selective demolition to enable removal and safe handling of hazardous substances,EU Construction and Demolition Waste Management Protocol
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_mitigation_DNSHonCircularEconomy,"At least 70 % (by weight) of the non-hazardous construction and demolition waste (excluding naturally occurring material referred to in category 17 05 04 in the European List of Waste established by Decision 2000/532/EC) generated on the construction site is prepared for reuse, recycling and other material recovery, including backfilling operations using waste to substitute other materials, in accordance with the waste hierarchy and the EU Construction and Demolition Waste Management Protocol(309). Operators limit waste generation in processes related construction and demolition, in accordance with the EU Construction and Demolition Waste Management Protocol and taking into account best available techniques and using selective demolition to enable removal and safe handling of hazardous substances and facilitate reuse and high-quality recycling by selective removal of materials, using available sorting systems for construction and demolition waste.Building designs and construction techniques support circularity and in particular demonstrate, with reference to ISO 20887(310) or other standards for assessing the disassembly or adaptability of buildings, how they are designed to be more resource efficient, adaptable, flexible and dismantleable to enable reuse and recycling.",using selective demolition to enable removal and safe handling of hazardous substances,ISO 20887
Construction and real estate,"Installation, maintenance and repair of energy efficiency equipment",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_adaptation_DNSHonCircularEconomy,,,
Construction and real estate,"Installation, maintenance and repair of energy efficiency equipment",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_mitigation_DNSHonCircularEconomy,,,
Construction and real estate,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.4_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.4_adaptation_DNSHonCircularEconomy,,,
Construction and real estate,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.4_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.4_mitigation_DNSHonCircularEconomy,,,
Construction and real estate,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.5_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.5_adaptation_DNSHonCircularEconomy,,,
Construction and real estate,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.5_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.5_mitigation_DNSHonCircularEconomy,,,
Construction and real estate,"Installation, maintenance and repair of renewable energy technologies",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.6_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.6_adaptation_DNSHonCircularEconomy,,,
Construction and real estate,"Installation, maintenance and repair of renewable energy technologies",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.6_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.6_mitigation_DNSHonCircularEconomy,,,
Construction and real estate,Acquisition and ownership of buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.7_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.7_adaptation_DNSHonCircularEconomy,,,
Construction and real estate,Acquisition and ownership of buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.7_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.7_mitigation_DNSHonCircularEconomy,,,
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_mitigation_DNSHonClimateAdaptation,,,
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_mitigation_DNSHonClimateAdaptation,,,
Construction and real estate,"Installation, maintenance and repair of energy efficiency equipment",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_mitigation_DNSHonClimateAdaptation,,,
Construction and real estate,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.4_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.4_mitigation_DNSHonClimateAdaptation,,,
Construction and real estate,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.5_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.5_mitigation_DNSHonClimateAdaptation,,,
Construction and real estate,"Installation, maintenance and repair of renewable energy technologies",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.6_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.6_mitigation_DNSHonClimateAdaptation,,,
Construction and real estate,Acquisition and ownership of buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.7_mitigation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.7_mitigation_DNSHonClimateAdaptation,,,
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonClimateMitigation,"The building is not dedicated to extraction, storage, transport or manufacture of fossil fuels. The Primary Energy Demand (PED)(601) setting out the energy performance of the building resulting from the construction does not exceed the threshold set for the nearly zero-energy building (NZEB) requirements in national regulation implementing Directive 2010/31/EU. The energy performance is certified using an as built Energy Performance Certificate (EPC).",The Primary Energy Demand (PED) setting out the energy performance of the building resulting from the construction does not exceed the threshold set for the nearly zero-energy building (NZEB) requirements in national regulation,Directive 2010/31/EU
Construction and real estate,Renovation of existing buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.2_adaptation_DNSHonClimateMitigation,,,
Construction and real estate,"Installation, maintenance and repair of energy efficiency equipment",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.3_adaptation_DNSHonClimateMitigation,,,
Construction and real estate,"Installation, maintenance and repair of charging stations for electric vehicles in buildings (and parking spaces attached to buildings)",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.4_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.4_adaptation_DNSHonClimateMitigation,,,
Construction and real estate,"Installation, maintenance and repair of instruments and devices for measuring, regulation and controlling energy performance of buildings",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.5_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.5_adaptation_DNSHonClimateMitigation,,,
Construction and real estate,"Installation, maintenance and repair of renewable energy technologies",https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.6_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.6_adaptation_DNSHonClimateMitigation,,,
Construction and real estate,Acquisition and ownership of buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.7_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.7_adaptation_DNSHonClimateMitigation,"The building is not dedicated to extraction, storage, transport or manufacture of fossil fuels. For buildings built before 31 December 2020, the building has at least an Energy Performance Certificate (EPC) class C. As an alternative, the building is within the top 30% of the national or regional building stock expressed as operational Primary Energy Demand (PED) and demonstrated by adequate evidence, which at least compares the performance of the relevant asset to the performance of the national or regional stock built before 31 December 2020 and at least distinguishes between residential and non-residential buildings. For buildings built after 31 December 2020, the Primary Energy Demand (PED)(647) defining the energy performance of the building resulting from the construction does not exceed the threshold set for the nearly zero-energy building (NZEB) requirements in national regulation implementing Directive 2010/31/EU. The energy performance is certified using an as built Energy Performance Certificate (EPC).","For buildings built after 31 December 2020, the Primary Energy Demand (PED) defining the energy performance of the building resulting from the construction does not exceed the threshold set for the nearly zero-energy building (NZEB) requirements in national regulation",Directive 2010/31/EU
Construction and real estate,Acquisition and ownership of buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.7_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.7_adaptation_DNSHonClimateMitigation,"The building is not dedicated to extraction, storage, transport or manufacture of fossil fuels. For buildings built before 31 December 2020, the building has at least an Energy Performance Certificate (EPC) class C. As an alternative, the building is within the top 30% of the national or regional building stock expressed as operational Primary Energy Demand (PED) and demonstrated by adequate evidence, which at least compares the performance of the relevant asset to the performance of the national or regional stock built before 31 December 2020 and at least distinguishes between residential and non-residential buildings. For buildings built after 31 December 2020, the Primary Energy Demand (PED)(647) defining the energy performance of the building resulting from the construction does not exceed the threshold set for the nearly zero-energy building (NZEB) requirements in national regulation implementing Directive 2010/31/EU. The energy performance is certified using an as built Energy Performance Certificate (EPC).","For buildings built before 31 December 2020, the building has at least an Energy Performance Certificate (EPC) class C",Directive 2010/31/EU
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","Building components and materials used in the construction that may come into contact with occupiers emit less than 0,06 mg of formaldehyde per m³ of material or component",Annex XVII to Regulation (EC) No 1907/2006
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","Building components and materials used in the construction that may come into contact with occupiers emit less than 0,06 mg of formaldehyde per m³ of material or component",Appendix C to this Annex
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","Building components and materials used in the construction that may come into contact with occupiers emit less than 0,06 mg of formaldehyde per m³ of material or component",CEN/EN 16516
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","Building components and materials used in the construction that may come into contact with occupiers emit less than 0,06 mg of formaldehyde per m³ of material or component",ISO 16000-3
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","Building components and materials used in the construction that may come into contact with occupiers emit less than 0,06 mg of formaldehyde per m³ of material or component",ISO 18400
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants",Annex XVII to Regulation (EC) No 1907/2006
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants",Appendix C to this Annex
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants",CEN/EN 16516
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants",ISO 16000-3
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants",ISO 18400
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component",Annex XVII to Regulation (EC) No 1907/2006
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component",Appendix C to this Annex
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component",CEN/EN 16516
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component",ISO 16000-3
Construction and real estate,Construction of new buildings,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation,https://ec.europa.eu/sustainable-finance-taxonomy/assets/taxonomy/7.1_adaptation_DNSHonPollutionPrevention,"Building components and materials used in the construction comply with the criteria set out in Appendix C to this Annex.Building components and materials used in the construction that may come into contact with occupiers(604) emit less than 0,06 mg of formaldehyde per m³ of material or component upon testing in accordance with the conditions specified in Annex XVII to Regulation (EC) No 1907/2006 and less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component, upon testing in accordance with CEN/EN 16516(605) or ISO 16000-3(606) or other equivalent standardised test conditions and determination methods(607). Where the new construction is located on a potentially contaminated site (brownfield site), the site has been subject to an investigation for potential contaminants, for example using standard ISO 18400(608). Measures are taken to reduce noise, dust and pollutant emissions during construction or maintenance works. ","less than 0,001 mg of other categories 1A and 1B carcinogenic volatile organic compounds per m³ of material or component",ISO 18400
